state,county_fips,precinct,candidate,votes
Georgia,13183,North Ludowici,Hillary Clinton,289
Georgia,13183,North Ludowici,Others,36
Georgia,13183,Rye Patch/Oak Dale,Donald Trump,739
Georgia,13183,Rye Patch/Oak Dale,Hillary Clinton,332
Georgia,13183,Rye Patch/Oak Dale,Others,39
Georgia,13183,South Ludowici,Donald Trump,235
Georgia,13183,South Ludowici,Hillary Clinton,245
Georgia,13183,South Ludowici,Others,15
Georgia,13183,Tibet,Donald Trump,382
Georgia,13183,Tibet,Hillary Clinton,63
Georgia,13183,Tibet,Others,10
Georgia,13185,Clyattville,Donald Trump,1669
Georgia,13185,Clyattville,Hillary Clinton,661
Georgia,13185,Clyattville,Others,45
Georgia,13185,Dasher,Donald Trump,2020
Georgia,13185,Dasher,Hillary Clinton,350
Georgia,13185,Dasher,Others,54
Georgia,13185,Hahira,Donald Trump,2431
Georgia,13185,Hahira,Hillary Clinton,577
Georgia,13185,Hahira,Others,66
Georgia,13185,Mildred,Donald Trump,232
Georgia,13185,Mildred,Hillary Clinton,1631
Georgia,13185,Mildred,Others,17
Georgia,13185,Naylor-001,Donald Trump,324
Georgia,13185,Naylor-001,Hillary Clinton,133
Georgia,13185,Naylor-001,Others,15
Georgia,13185,Naylor-008,Donald Trump,164
Georgia,13185,Naylor-008,Hillary Clinton,98
Georgia,13185,Naylor-008,Others,5
Georgia,13185,Northside,Donald Trump,6179
Georgia,13185,Northside,Hillary Clinton,7147
Georgia,13185,Northside,Others,343
Georgia,13185,Rainwater,Donald Trump,3590
Georgia,13185,Rainwater,Hillary Clinton,1605
Georgia,13185,Rainwater,Others,149
Georgia,13185,S Lowndes,Donald Trump,1682
Georgia,13185,S Lowndes,Hillary Clinton,437
Georgia,13185,S Lowndes,Others,38
Georgia,13185,Trinity-001,Donald Trump,564
Georgia,13185,Trinity-001,Hillary Clinton,405
Georgia,13185,Trinity-001,Others,31
Georgia,13185,Trinity-008,Donald Trump,2780
Georgia,13185,Trinity-008,Hillary Clinton,2020
Georgia,13185,Trinity-008,Others,166
Georgia,13185,Write-ins,Others,177
Georgia,13187,Dahlonega,Donald Trump,9619
Georgia,13187,Dahlonega,Hillary Clinton,2220
Georgia,13187,Dahlonega,Others,495
Georgia,13187,Write-ins,Others,91
Georgia,13189,Augusta Tech,Donald Trump,871
Georgia,13189,Augusta Tech,Hillary Clinton,101
Georgia,13189,Augusta Tech,Others,17
Georgia,13189,Dearing UMC,Donald Trump,905
Georgia,13189,Dearing UMC,Hillary Clinton,253
Georgia,13189,Dearing UMC,Others,21
Georgia,13189,Fort Creek,Donald Trump,466
Georgia,13189,Fort Creek,Hillary Clinton,220
Georgia,13189,Fort Creek,Others,12
Georgia,13189,Marshall Church,Donald Trump,703
Georgia,13189,Marshall Church,Hillary Clinton,141
Georgia,13189,Marshall Church,Others,13
Georgia,13189,Queen of Angels,Donald Trump,134
Georgia,13189,Queen of Angels,Hillary Clinton,527
Georgia,13189,Queen of Angels,Others,8
Georgia,13189,Sweetwater Activity Center,Donald Trump,1306
Georgia,13189,Sweetwater Activity Center,Hillary Clinton,610
Georgia,13189,Sweetwater Activity Center,Others,29
Georgia,13189,Thomson Depot,Donald Trump,160
Georgia,13189,Thomson Depot,Hillary Clinton,885
Georgia,13189,Thomson Depot,Others,6
Georgia,13189,Vanderhorst,Donald Trump,477
Georgia,13189,Vanderhorst,Hillary Clinton,722
Georgia,13189,Vanderhorst,Others,17
Georgia,13189,Whiteoak,Donald Trump,410
Georgia,13189,Whiteoak,Hillary Clinton,240
Georgia,13189,Whiteoak,Others,14
Georgia,13191,Crescent,Donald Trump,406
Georgia,13191,Crescent,Hillary Clinton,799
Georgia,13191,Crescent,Others,10
Georgia,13191,Darien,Donald Trump,925
Georgia,13191,Darien,Hillary Clinton,582
Georgia,13191,Darien,Others,29
Georgia,13191,North Darien,Donald Trump,844
Georgia,13191,North Darien,Hillary Clinton,409
Georgia,13191,North Darien,Others,38
Georgia,13191,Sapelo Island,Donald Trump,10
Georgia,13191,Sapelo Island,Hillary Clinton,39
Georgia,13191,Sapelo Island,Others,0
Georgia,13191,South Newport,Donald Trump,1009
Georgia,13191,South Newport,Hillary Clinton,358
Georgia,13191,South Newport,Others,35
Georgia,13191,Townsend,Donald Trump,293
Georgia,13191,Townsend,Hillary Clinton,116
Georgia,13191,Townsend,Others,1
Georgia,13193,Ideal,Donald Trump,490
Georgia,13193,Ideal,Hillary Clinton,397
Georgia,13193,Ideal,Others,8
Georgia,13193,Marshallville,Donald Trump,304
Georgia,13193,Marshallville,Hillary Clinton,531
Georgia,13193,Marshallville,Others,7
Georgia,13193,Montezuma 4,Donald Trump,315
Georgia,13193,Montezuma 4,Hillary Clinton,632
Georgia,13193,Montezuma 4,Others,8
Georgia,13193,Montezuma 5,Donald Trump,144
Georgia,13193,Montezuma 5,Hillary Clinton,658
Georgia,13193,Montezuma 5,Others,4
Georgia,13193,Oglethorpe,Donald Trump,287
Georgia,13193,Oglethorpe,Hillary Clinton,487
Georgia,13193,Oglethorpe,Others,15
Georgia,13195,Colbert,Donald Trump,1363
Georgia,13195,Colbert,Hillary Clinton,465
Georgia,13195,Colbert,Others,47
Georgia,13195,Collins,Donald Trump,322
Georgia,13195,Collins,Hillary Clinton,46
Georgia,13195,Collins,Others,16
Georgia,13195,Comer,Donald Trump,562
Georgia,13195,Comer,Hillary Clinton,240
Georgia,13195,Comer,Others,23
Georgia,13195,Danielsville,Donald Trump,1516
Georgia,13195,Danielsville,Hillary Clinton,257
Georgia,13195,Danielsville,Others,47
Georgia,13195,Fork,Donald Trump,233
Georgia,13195,Fork,Hillary Clinton,112
Georgia,13195,Fork,Others,11
Georgia,13195,Harrison,Donald Trump,326
Georgia,13195,Harrison,Hillary Clinton,35
Georgia,13195,Harrison,Others,7
Georgia,13195,Hull,Donald Trump,1519
Georgia,13195,Hull,Hillary Clinton,669
Georgia,13195,Hull,Others,76
Georgia,13195,Ila,Donald Trump,812
Georgia,13195,Ila,Hillary Clinton,137
Georgia,13195,Ila,Others,25
Georgia,13195,Mill,Donald Trump,839
Georgia,13195,Mill,Hillary Clinton,126
Georgia,13195,Mill,Others,21
Georgia,13195,Paoli,Donald Trump,145
Georgia,13195,Paoli,Hillary Clinton,19
Georgia,13195,Paoli,Others,4
Georgia,13195,Pittman,Donald Trump,993
Georgia,13195,Pittman,Hillary Clinton,231
Georgia,13195,Pittman,Others,34
Georgia,13195,Poca,Donald Trump,571
Georgia,13195,Poca,Hillary Clinton,88
Georgia,13195,Poca,Others,17
Georgia,13195,Write-ins,Others,44
Georgia,13197,Brantley,Donald Trump,268
Georgia,13197,Brantley,Hillary Clinton,33
Georgia,13197,Brantley,Others,4
Georgia,13197,Buena Vista,Donald Trump,602
Georgia,13197,Buena Vista,Hillary Clinton,962
Georgia,13197,Buena Vista,Others,20
Georgia,13197,Ft. Perry,Donald Trump,363
Georgia,13197,Ft. Perry,Hillary Clinton,100
Georgia,13197,Ft. Perry,Others,10
Georgia,13197,Pineknot,Donald Trump,499
Georgia,13197,Pineknot,Hillary Clinton,69
Georgia,13197,Pineknot,Others,9
Georgia,13197,Tazewell,Donald Trump,189
Georgia,13197,Tazewell,Hillary Clinton,49
Georgia,13197,Tazewell,Others,6
Georgia,13197,Write-ins,Others,7
Georgia,13199,ALVATON,Donald Trump,535
Georgia,13199,ALVATON,Hillary Clinton,322
Georgia,13199,ALVATON,Others,17
Georgia,13199,CHALYBEATE,Donald Trump,262
Georgia,13199,CHALYBEATE,Hillary Clinton,43
Georgia,13199,CHALYBEATE,Others,7
Georgia,13199,COVE,Donald Trump,141
Georgia,13199,COVE,Hillary Clinton,16
Georgia,13199,COVE,Others,2
Georgia,13199,DURAND,Donald Trump,284
Georgia,13199,DURAND,Hillary Clinton,152
Georgia,13199,DURAND,Others,4
Georgia,13199,GAY,Donald Trump,182
Georgia,13199,GAY,Hillary Clinton,66
Georgia,13199,GAY,Others,10
Georgia,13199,GREENVILLE,Donald Trump,561
Georgia,13199,GREENVILLE,Hillary Clinton,607
Georgia,13199,GREENVILLE,Others,20
Georgia,13199,LONE OAK,Donald Trump,344
Georgia,13199,LONE OAK,Hillary Clinton,368
Georgia,13199,LONE OAK,Others,9
Georgia,13199,LUTHERSVILLE,Donald Trump,855
Georgia,13199,LUTHERSVILLE,Hillary Clinton,639
Georgia,13199,LUTHERSVILLE,Others,30
Georgia,13199,MANCHESTER GILL I,Donald Trump,624
Georgia,13199,MANCHESTER GILL I,Hillary Clinton,299
Georgia,13199,MANCHESTER GILL I,Others,25
Georgia,13199,MANCHESTER GILL II,Donald Trump,116
Georgia,13199,MANCHESTER GILL II,Hillary Clinton,478
Georgia,13199,MANCHESTER GILL II,Others,9
Georgia,13199,ODESSADALE,Donald Trump,114
Georgia,13199,ODESSADALE,Hillary Clinton,76
Georgia,13199,ODESSADALE,Others,1
Georgia,13199,RALEIGH,Donald Trump,266
Georgia,13199,RALEIGH,Hillary Clinton,66
Georgia,13199,RALEIGH,Others,3
Georgia,13199,WARM SPRINGS,Donald Trump,520
Georgia,13199,WARM SPRINGS,Hillary Clinton,252
Georgia,13199,WARM SPRINGS,Others,21
Georgia,13199,WOODBURY,Donald Trump,418
Georgia,13199,WOODBURY,Hillary Clinton,420
Georgia,13199,WOODBURY,Others,7
Georgia,13199,Write-ins,Others,26
Georgia,13201,Colquitt-Miller,Donald Trump,1891
Georgia,13201,Colquitt-Miller,Hillary Clinton,623
Georgia,13201,Colquitt-Miller,Others,30
Georgia,13205,Baconton,Donald Trump,342
Georgia,13205,Baconton,Hillary Clinton,294
Georgia,13205,Baconton,Others,9
Georgia,13205,Branchville,Donald Trump,327
Georgia,13205,Branchville,Hillary Clinton,71
Georgia,13205,Branchville,Others,4
Georgia,13205,Camilla North,Donald Trump,212
Georgia,13205,Camilla North,Hillary Clinton,944
Georgia,13205,Camilla North,Others,8
Georgia,13205,Camilla South,Donald Trump,1087
Georgia,13205,Camilla South,Hillary Clinton,990
Georgia,13205,Camilla South,Others,28
Georgia,13205,Cotton,Donald Trump,245
Georgia,13205,Cotton,Hillary Clinton,21
Georgia,13205,Cotton,Others,2
Georgia,13205,Hisonton,Donald Trump,105
Georgia,13205,Hisonton,Hillary Clinton,11
Georgia,13205,Hisonton,Others,0
Georgia,13205,Hopeful,Donald Trump,178
Georgia,13205,Hopeful,Hillary Clinton,49
Georgia,13205,Hopeful,Others,2
Georgia,13205,Lester,Donald Trump,599
Georgia,13205,Lester,Hillary Clinton,140
Georgia,13205,Lester,Others,8
Georgia,13205,Pebble City,Donald Trump,107
Georgia,13205,Pebble City,Hillary Clinton,14
Georgia,13205,Pebble City,Others,1
Georgia,13205,Pelham,Donald Trump,879
Georgia,13205,Pelham,Hillary Clinton,907
Georgia,13205,Pelham,Others,28
Georgia,13205,Sale City,Donald Trump,198
Georgia,13205,Sale City,Hillary Clinton,52
Georgia,13205,Sale City,Others,3
Georgia,13205,Write-ins,Others,15
Georgia,13207,BENTONS,Donald Trump,1266
Georgia,13207,BENTONS,Hillary Clinton,322
Georgia,13207,BENTONS,Others,59
Georgia,13207,BRANTLEYS,Donald Trump,592
Georgia,13207,BRANTLEYS,Hillary Clinton,92
Georgia,13207,BRANTLEYS,Others,14
Georgia,13207,BURGAYS,Donald Trump,1328
Georgia,13207,BURGAYS,Hillary Clinton,292
Georgia,13207,BURGAYS,Others,31
Georgia,13207,CABANISS,Donald Trump,315
Georgia,13207,CABANISS,Hillary Clinton,107
Georgia,13207,CABANISS,Others,6
Georgia,13207,COX,Donald Trump,356
Georgia,13207,COX,Hillary Clinton,104
Georgia,13207,COX,Others,12
Georgia,13207,CULLODEN,Donald Trump,178
Georgia,13207,CULLODEN,Hillary Clinton,93
Georgia,13207,CULLODEN,Others,6
Georgia,13207,DILLARDS,Donald Trump,483
Georgia,13207,DILLARDS,Hillary Clinton,113
Georgia,13207,DILLARDS,Others,11
Georgia,13207,EVERS,Donald Trump,876
Georgia,13207,EVERS,Hillary Clinton,240
Georgia,13207,EVERS,Others,40
Georgia,13207,FORSYTH,Donald Trump,1044
Georgia,13207,FORSYTH,Hillary Clinton,1486
Georgia,13207,FORSYTH,Others,38
Georgia,13207,HIGH FALLS,Donald Trump,790
Georgia,13207,HIGH FALLS,Hillary Clinton,153
Georgia,13207,HIGH FALLS,Others,23
Georgia,13207,KELSEYS,Donald Trump,235
Georgia,13207,KELSEYS,Hillary Clinton,209
Georgia,13207,KELSEYS,Others,4
Georgia,13207,MIDDLEBROOKS,Donald Trump,706
Georgia,13207,MIDDLEBROOKS,Hillary Clinton,140
Georgia,13207,MIDDLEBROOKS,Others,22
Georgia,13207,PROCTORS,Donald Trump,439
Georgia,13207,PROCTORS,Hillary Clinton,168
Georgia,13207,PROCTORS,Others,17
Georgia,13207,RUSSELLVILLE,Donald Trump,224
Georgia,13207,RUSSELLVILLE,Hillary Clinton,52
Georgia,13207,RUSSELLVILLE,Others,1
Georgia,13209,Ailey,Donald Trump,219
Georgia,13209,Ailey,Hillary Clinton,89
Georgia,13209,Ailey,Others,1
Georgia,13209,Alston,Donald Trump,293
Georgia,13209,Alston,Hillary Clinton,36
Georgia,13209,Alston,Others,4
Georgia,13209,Higgston,Donald Trump,690
Georgia,13209,Higgston,Hillary Clinton,157
Georgia,13209,Higgston,Others,15
Georgia,13209,Kibbee,Donald Trump,307
Georgia,13209,Kibbee,Hillary Clinton,33
Georgia,13209,Kibbee,Others,5
Georgia,13209,Mount Vernon,Donald Trump,500
Georgia,13209,Mount Vernon,Hillary Clinton,368
Georgia,13209,Mount Vernon,Others,13
Georgia,13209,Tarrytown,Donald Trump,207
Georgia,13209,Tarrytown,Hillary Clinton,16
Georgia,13209,Tarrytown,Others,1
Georgia,13209,Uvalda,Donald Trump,454
Georgia,13209,Uvalda,Hillary Clinton,148
Georgia,13209,Uvalda,Others,6
Georgia,13209,Write-ins,Others,14
Georgia,13211,Beth/Springfield,Donald Trump,430
Georgia,13211,Beth/Springfield,Hillary Clinton,112
Georgia,13211,Beth/Springfield,Others,15
Georgia,13211,Central Morgan,Donald Trump,1345
Georgia,13211,Central Morgan,Hillary Clinton,461
Georgia,13211,Central Morgan,Others,43
Georgia,13211,Clacks Chapel,Donald Trump,412
Georgia,13211,Clacks Chapel,Hillary Clinton,63
Georgia,13211,Clacks Chapel,Others,11
Georgia,13211,East Morgan,Donald Trump,1022
Georgia,13211,East Morgan,Hillary Clinton,298
Georgia,13211,East Morgan,Others,29
Georgia,13211,North Morgan,Donald Trump,1276
Georgia,13211,North Morgan,Hillary Clinton,376
Georgia,13211,North Morgan,Others,46
Georgia,13211,Northeast Morgan,Donald Trump,744
Georgia,13211,Northeast Morgan,Hillary Clinton,1026
Georgia,13211,Northeast Morgan,Others,45
Georgia,13211,West Morgan,Donald Trump,1330
Georgia,13211,West Morgan,Hillary Clinton,327
Georgia,13211,West Morgan,Others,29
Georgia,13211,Write-ins,Others,35
Georgia,13213,CARTERS-DOOLITTLE,Donald Trump,979
Georgia,13213,CARTERS-DOOLITTLE,Hillary Clinton,151
Georgia,13213,CARTERS-DOOLITTLE,Others,23
Georgia,13213,MCDONALD,Donald Trump,1123
Georgia,13213,MCDONALD,Hillary Clinton,175
Georgia,13213,MCDONALD,Others,29
Georgia,13213,NORTH,Donald Trump,1084
Georgia,13213,NORTH,Hillary Clinton,134
Georgia,13213,NORTH,Others,29
Georgia,13213,SHUCK PEN,Donald Trump,1333
Georgia,13213,SHUCK PEN,Hillary Clinton,257
Georgia,13213,SHUCK PEN,Others,38
Georgia,13213,SOUTHWEST,Donald Trump,1368
Georgia,13213,SOUTHWEST,Hillary Clinton,214
Georgia,13213,SOUTHWEST,Others,44
Georgia,13213,SPRING PLACE,Donald Trump,1700
Georgia,13213,SPRING PLACE,Hillary Clinton,326
Georgia,13213,SPRING PLACE,Others,50
Georgia,13213,TOWN,Donald Trump,2754
Georgia,13213,TOWN,Hillary Clinton,543
Georgia,13213,TOWN,Others,70
Georgia,13213,Write-ins,Others,34
Georgia,13215,BRITT DAVID BAPT CH,Donald Trump,914
Georgia,13215,BRITT DAVID BAPT CH,Hillary Clinton,485
Georgia,13215,BRITT DAVID BAPT CH,Others,52
Georgia,13215,CARVER/MACK,Donald Trump,80
Georgia,13215,CARVER/MACK,Hillary Clinton,2095
Georgia,13215,CARVER/MACK,Others,26
Georgia,13215,COLUMBUS TECH,Donald Trump,1012
Georgia,13215,COLUMBUS TECH,Hillary Clinton,764
Georgia,13215,COLUMBUS TECH,Others,65
Georgia,13215,CORNERSTONE CHURCH,Donald Trump,2172
Georgia,13215,CORNERSTONE CHURCH,Hillary Clinton,1230
Georgia,13215,CORNERSTONE CHURCH,Others,111
Georgia,13215,CUSSETA RD,Donald Trump,126
Georgia,13215,CUSSETA RD,Hillary Clinton,2420
Georgia,13215,CUSSETA RD,Others,32
Georgia,13215,EDDY/KEY,Donald Trump,371
Georgia,13215,EDDY/KEY,Hillary Clinton,1334
Georgia,13215,EDDY/KEY,Others,27
Georgia,13215,EDGEWOOD BAPTIST,Donald Trump,625
Georgia,13215,EDGEWOOD BAPTIST,Hillary Clinton,1088
Georgia,13215,EDGEWOOD BAPTIST,Others,44
Georgia,13215,EPWORTH-02,Donald Trump,44
Georgia,13215,EPWORTH-02,Hillary Clinton,67
Georgia,13215,EPWORTH-02,Others,3
Georgia,13215,EPWORTH-03,Donald Trump,1224
Georgia,13215,EPWORTH-03,Hillary Clinton,760
Georgia,13215,EPWORTH-03,Others,89
Georgia,13215,FAITH TABERNACLE,Donald Trump,179
Georgia,13215,FAITH TABERNACLE,Hillary Clinton,2169
Georgia,13215,FAITH TABERNACLE,Others,34
Georgia,13215,FIRST AFRICAN,Donald Trump,208
Georgia,13215,FIRST AFRICAN,Hillary Clinton,579
Georgia,13215,FIRST AFRICAN,Others,33
Georgia,13215,FORT/WADDELL,Donald Trump,535
Georgia,13215,FORT/WADDELL,Hillary Clinton,2721
Georgia,13215,FORT/WADDELL,Others,61
Georgia,13215,GALLOPS/HANNAN,Donald Trump,328
Georgia,13215,GALLOPS/HANNAN,Hillary Clinton,848
Georgia,13215,GALLOPS/HANNAN,Others,44
Georgia,13215,GENTIAN/REESE @LDS,Donald Trump,1609
Georgia,13215,GENTIAN/REESE @LDS,Hillary Clinton,1395
Georgia,13215,GENTIAN/REESE @LDS,Others,108
Georgia,13215,MOON/MORNINGSIDE,Donald Trump,2079
Georgia,13215,MOON/MORNINGSIDE,Hillary Clinton,973
Georgia,13215,MOON/MORNINGSIDE,Others,115
Georgia,13215,MT. PILGRIM,Donald Trump,142
Georgia,13215,MT. PILGRIM,Hillary Clinton,2941
Georgia,13215,MT. PILGRIM,Others,55
Georgia,13215,NATIONAL INFANTRY,Donald Trump,316
Georgia,13215,NATIONAL INFANTRY,Hillary Clinton,1866
Georgia,13215,NATIONAL INFANTRY,Others,40
Georgia,13215,PSALMOND/MATHEWS,Donald Trump,2505
Georgia,13215,PSALMOND/MATHEWS,Hillary Clinton,1834
Georgia,13215,PSALMOND/MATHEWS,Others,124
Georgia,13215,ROTHSCHILD,Donald Trump,483
Georgia,13215,ROTHSCHILD,Hillary Clinton,3213
Georgia,13215,ROTHSCHILD,Others,72
Georgia,13215,SALVATION ARMY,Donald Trump,924
Georgia,13215,SALVATION ARMY,Hillary Clinton,820
Georgia,13215,SALVATION ARMY,Others,59
Georgia,13215,ST JOHN/BELVEDERE,Donald Trump,179
Georgia,13215,ST JOHN/BELVEDERE,Hillary Clinton,2852
Georgia,13215,ST JOHN/BELVEDERE,Others,34
Georgia,13215,ST PAUL U.M.C.-02,Donald Trump,1569
Georgia,13215,ST PAUL U.M.C.-02,Hillary Clinton,824
Georgia,13215,ST PAUL U.M.C.-02,Others,96
Georgia,13215,ST PAUL U.M.C.-03,Donald Trump,498
Georgia,13215,ST PAUL U.M.C.-03,Hillary Clinton,412
Georgia,13215,ST PAUL U.M.C.-03,Others,37
Georgia,13215,ST PETER U. M. C.,Donald Trump,1330
Georgia,13215,ST PETER U. M. C.,Hillary Clinton,629
Georgia,13215,ST PETER U. M. C.,Others,60
Georgia,13215,ST. ANDREWS/MIDLAND,Donald Trump,2566
Georgia,13215,ST. ANDREWS/MIDLAND,Hillary Clinton,1838
Georgia,13215,ST. ANDREWS/MIDLAND,Others,173
Georgia,13215,ST. MARK/HEIFERHORN,Donald Trump,2934
Georgia,13215,ST. MARK/HEIFERHORN,Hillary Clinton,1129
Georgia,13215,ST. MARK/HEIFERHORN,Others,106
Georgia,13215,WYNNBROOK,Donald Trump,1402
Georgia,13215,WYNNBROOK,Hillary Clinton,516
Georgia,13215,WYNNBROOK,Others,58
Georgia,13215,WYNNTON,Donald Trump,622
Georgia,13215,WYNNTON,Hillary Clinton,2049
Georgia,13215,WYNNTON,Others,73
Georgia,13215,Write-ins,Others,374
Georgia,13217,Alcovy-10,Donald Trump,211
Georgia,13217,Alcovy-10,Hillary Clinton,46
Georgia,13217,Alcovy-10,Others,7
Georgia,13217,Alcovy-4,Donald Trump,1228
Georgia,13217,Alcovy-4,Hillary Clinton,989
Georgia,13217,Alcovy-4,Others,72
Georgia,13217,Almon,Donald Trump,706
Georgia,13217,Almon,Hillary Clinton,1963
Georgia,13217,Almon,Others,49
Georgia,13217,Beaverdam,Donald Trump,617
Georgia,13217,Beaverdam,Hillary Clinton,2068
Georgia,13217,Beaverdam,Others,39
Georgia,13217,Brewers,Donald Trump,1512
Georgia,13217,Brewers,Hillary Clinton,500
Georgia,13217,Brewers,Others,47
Georgia,13217,Brick Store,Donald Trump,1283
Georgia,13217,Brick Store,Hillary Clinton,394
Georgia,13217,Brick Store,Others,44
Georgia,13217,Buck Creek,Donald Trump,1357
Georgia,13217,Buck Creek,Hillary Clinton,1365
Georgia,13217,Buck Creek,Others,72
Georgia,13217,Cedar Shoals,Donald Trump,629
Georgia,13217,Cedar Shoals,Hillary Clinton,743
Georgia,13217,Cedar Shoals,Others,51
Georgia,13217,City Pond,Donald Trump,310
Georgia,13217,City Pond,Hillary Clinton,552
Georgia,13217,City Pond,Others,17
Georgia,13217,Covington Mills,Donald Trump,762
Georgia,13217,Covington Mills,Hillary Clinton,803
Georgia,13217,Covington Mills,Others,43
Georgia,13217,Crowell,Donald Trump,367
Georgia,13217,Crowell,Hillary Clinton,2109
Georgia,13217,Crowell,Others,28
Georgia,13217,Downs,Donald Trump,1884
Georgia,13217,Downs,Hillary Clinton,1619
Georgia,13217,Downs,Others,83
Georgia,13217,Fairview,Donald Trump,217
Georgia,13217,Fairview,Hillary Clinton,1155
Georgia,13217,Fairview,Others,19
Georgia,13217,Gum Creek,Donald Trump,2072
Georgia,13217,Gum Creek,Hillary Clinton,654
Georgia,13217,Gum Creek,Others,65
Georgia,13217,Hub,Donald Trump,1331
Georgia,13217,Hub,Hillary Clinton,267
Georgia,13217,Hub,Others,40
Georgia,13217,Leguinn,Donald Trump,1064
Georgia,13217,Leguinn,Hillary Clinton,268
Georgia,13217,Leguinn,Others,27
Georgia,13217,Livingston,Donald Trump,722
Georgia,13217,Livingston,Hillary Clinton,1649
Georgia,13217,Livingston,Others,42
Georgia,13217,Mansfield,Donald Trump,877
Georgia,13217,Mansfield,Hillary Clinton,114
Georgia,13217,Mansfield,Others,19
Georgia,13217,Newborn,Donald Trump,425
Georgia,13217,Newborn,Hillary Clinton,105
Georgia,13217,Newborn,Others,16
Georgia,13217,Oxford,Donald Trump,1009
Georgia,13217,Oxford,Hillary Clinton,417
Georgia,13217,Oxford,Others,49
Georgia,13217,Rocky Plains-10,Donald Trump,976
Georgia,13217,Rocky Plains-10,Hillary Clinton,676
Georgia,13217,Rocky Plains-10,Others,32
Georgia,13217,Rocky Plains-4,Donald Trump,140
Georgia,13217,Rocky Plains-4,Hillary Clinton,138
Georgia,13217,Rocky Plains-4,Others,6
Georgia,13217,Stansells,Donald Trump,726
Georgia,13217,Stansells,Hillary Clinton,1662
Georgia,13217,Stansells,Others,41
Georgia,13217,Town,Donald Trump,488
Georgia,13217,Town,Hillary Clinton,1687
Georgia,13217,Town,Others,39
Georgia,13217,Write-ins,Others,184
Georgia,13219,Annex,Donald Trump,950
Georgia,13219,Annex,Hillary Clinton,499
Georgia,13219,Annex,Others,72
Georgia,13219,Antioch,Donald Trump,685
Georgia,13219,Antioch,Hillary Clinton,204
Georgia,13219,Antioch,Others,33
Georgia,13219,Athens Academy,Donald Trump,1105
Georgia,13219,Athens Academy,Hillary Clinton,639
Georgia,13219,Athens Academy,Others,91
Georgia,13219,Bishop,Donald Trump,931
Georgia,13219,Bishop,Hillary Clinton,319
Georgia,13219,Bishop,Others,64
Georgia,13219,Bogart,Donald Trump,1122
Georgia,13219,Bogart,Hillary Clinton,412
Georgia,13219,Bogart,Others,94
Georgia,13219,City Hall,Donald Trump,693
