"","county_fips","total_candidatevotes","totalvotes","Vote_Trump_county"
"695",17177,12521,22048,0.567897314949202
"696",17179,42513,69052,0.61566645426635
"697",17181,6161,8886,0.693337834796309
"698",17183,20725,31584,0.656186676798379
"699",17185,4237,5593,0.757554085463973
"700",17187,4676,7909,0.591225186496397
"701",17189,6115,7902,0.773854720323969
"702",17191,7176,8486,0.845628093330191
"703",17193,5791,7421,0.780353052149306
"704",17195,14527,27375,0.530666666666667
"705",17197,155116,345105,0.449474797525391
"706",17199,22801,33653,0.677532463673372
"707",17201,60861,127709,0.476559991856486
"708",17203,14799,21432,0.690509518477044
"709",18001,10686,14209,0.752058554437328
"710",18003,92083,169082,0.544605575992714
"711",18005,22410,36235,0.618462812198151
"712",18007,3007,4114,0.730918813806514
"713",18009,3841,5351,0.717809755185947
"714",18011,22351,38520,0.580244029075805
"715",18013,5777,8981,0.643246854470549
"716",18015,7086,9495,0.746287519747235
"717",18017,10552,15198,0.694301881826556
"718",18019,33668,57869,0.581796816948625
"719",18021,9499,12267,0.774353957772887
"720",18023,9334,12949,0.720827863155456
"721",18025,3483,4944,0.704490291262136
"722",18027,9576,11954,0.801070771289945
"723",18029,19528,25383,0.769333806090691
"724",18031,9575,12287,0.77927891267193
"725",18033,14237,19628,0.725341349093132
"726",18035,26827,48191,0.55668070801602
"727",18037,15033,21770,0.690537436839688
"728",18039,46972,74387,0.631454420799333
"729",18041,7755,10136,0.765094711917916
"730",18043,23400,41802,0.55978182862064
"731",18045,6154,7986,0.770598547458052
"732",18047,9691,12000,0.807583333333333
"733",18049,6694,9147,0.731824641959112
"734",18051,11817,16161,0.731204752181177
"735",18053,18543,27159,0.682757097094886
"736",18055,11103,14784,0.75101461038961
"737",18057,101587,193999,0.523647029108397
"738",18059,28996,42911,0.6757241732889
"739",18061,14565,20236,0.719756868946432
"740",18063,53802,88505,0.60789785887803
"741",18065,15043,21030,0.715311459819306
"742",18067,26449,40630,0.650972188038395
"743",18069,13147,17829,0.73739413315385
"744",18071,14555,19238,0.756575527601622
"745",18073,11383,15475,0.735573505654281
"746",18075,6361,8461,0.751802387424654
"747",18077,9663,14697,0.657481118595632
"748",18079,9490,12251,0.774630642396539
"749",18081,51219,77618,0.659885593547888
"750",18083,11655,16011,0.727937043282743
"751",18085,26499,35787,0.740464414452175
"752",18087,8110,10633,0.76271983447757
"753",18089,91760,219956,0.417174343959701
"754",18091,25997,49392,0.526340298023972
"755",18093,15601,21025,0.742021403091558
"756",18095,31215,51793,0.602687621879405
"757",18097,134175,389619,0.344374889314946
"758",18099,13844,19927,0.694735785617504
"759",18101,4029,5144,0.783242612752722
"760",18103,10925,14473,0.754853865819111
"761",18105,22071,63151,0.349495653275483
"762",18107,12659,17198,0.736073962088615
"763",18109,27512,36159,0.760861749495285
"764",18111,4942,6591,0.749810347443484
"765",18113,14195,19190,0.73970818134445
"766",18115,2054,3075,0.667967479674797
"767",18117,6432,8832,0.728260869565217
"768",18119,7286,9904,0.735662358642973
"769",18121,5400,7013,0.769998574076715
"770",18123,5345,8722,0.612818160972254
"771",18125,4692,6220,0.754340836012862
"772",18127,45008,86509,0.520269567328255
"773",18129,9206,13236,0.695527349652463
"774",18131,4246,5806,0.731312435411643
"775",18133,12278,16597,0.739772247996626
"776",18135,8312,11070,0.750858175248419
"777",18137,11261,14271,0.789082755237895
"778",18139,6035,7932,0.76084215834594
"779",18141,53164,115238,0.461340877141221
"780",18143,7331,10167,0.721058325956526
"781",18145,14568,19991,0.728727927567405
"782",18147,7357,10769,0.68316463924227
"783",18149,7466,10290,0.72555879494655
"784",18151,11327,16162,0.70084148001485
"785",18153,6691,8994,0.743940404714254
"786",18155,3133,4154,0.754212806933077
"787",18157,34581,71448,0.48400235136043
"788",18159,6110,8116,0.752833908329226
"789",18161,2688,3483,0.771748492678725
"790",18163,41844,77662,0.538796322525817
"791",18165,5184,7481,0.692955487234327
"792",18167,24545,43594,0.563036197641877
"793",18169,10762,14576,0.738336992316136
"794",18171,3401,4472,0.760509838998211
"795",18173,21326,33829,0.630405864790564
"796",18175,9114,12139,0.750803196309416
"797",18177,17567,27679,0.634668882546335
"798",18179,10855,14050,0.772597864768683
"799",18181,7957,11166,0.712609708042271
"800",18183,12862,17556,0.732627022100706
"801",19001,2922,4177,0.699545128082356
"802",19003,1535,2160,0.710648148148148
"803",19005,4744,7422,0.63918081379682
"804",19007,4522,6516,0.693984039287907
"805",19009,2299,3420,0.672222222222222
"806",19011,9208,14642,0.62887583663434
"807",19013,29813,66593,0.447689697115312
"808",19015,8729,15340,0.56903520208605
"809",19017,8324,14546,0.572253540492232
"810",19019,6430,10774,0.596807128271765
"811",19021,5074,8167,0.621280764050447
"812",19023,5556,8098,0.686095332180785
"813",19025,3698,5258,0.703309243058197
"814",19027,7766,11335,0.685134539038377
"815",19029,4979,7276,0.684304562946674
"816",19031,6184,10703,0.577781930299916
"817",19033,12499,23801,0.525146002268812
"818",19035,4510,6518,0.691930039889537
"819",19037,4322,6631,0.651787060775147
"820",19039,3153,4670,0.675160599571734
"821",19041,6158,8969,0.686587133459694
"822",19043,6119,9594,0.637794454867626
"823",19045,13410,24687,0.54320087495443
"824",19047,4862,7154,0.679619793122729
"825",19049,28162,56022,0.502695369676199
"826",19051,3035,4102,0.739882983910288
"827",19053,2618,3804,0.688222923238696
"828",19055,6688,10003,0.668599420173948
"829",19057,10642,19956,0.533273201042293
"830",19059,7452,11244,0.662753468516542
"831",19061,27358,53926,0.507324852575752
"832",19063,3268,4853,0.673397898207294
"833",19065,6174,10186,0.606126055370116
"834",19067,4747,8032,0.591010956175299
"835",19069,3433,5130,0.669200779727095
"836",19071,2717,3857,0.704433497536946
"837",19073,3229,5057,0.638520862171248
"838",19075,4945,7276,0.679631665750412
"839",19077,4280,6371,0.671794066865484
"840",19079,4982,7943,0.627218934911243
"841",19081,4401,6172,0.713058976020739
"842",19083,5864,8989,0.652352875737012
"843",19085,5580,8155,0.684242795830779
"844",19087,6525,9982,0.653676617912242
"845",19089,3133,4958,0.631908027430416
"846",19091,3825,5327,0.718040172705087
"847",19093,2885,3849,0.749545336451026
"848",19095,6035,9742,0.619482652432765
"849",19097,6957,11135,0.62478670857656
"850",19099,12125,20184,0.60072334522394
"851",19101,4476,8959,0.499609331398594
"852",19103,23206,83851,0.276752811534746
"853",19105,6596,10989,0.6002366002366
"854",19107,3809,5303,0.718272675843862
"855",19109,6288,9090,0.691749174917492
"856",19111,9808,16734,0.586112107087367
"857",19113,53744,127458,0.421660468546502
"858",19115,3506,5332,0.657539384846212
"859",19117,3295,4630,0.711663066954644
"860",19119,5718,6863,0.833163339647385
"861",19121,6525,9824,0.664189739413681
"862",19123,8320,11404,0.729568572430726
"863",19125,12722,19232,0.661501663893511
"864",19127,9610,18136,0.529885310983679
"865",19129,5616,8268,0.679245283018868
"866",19131,3684,5822,0.63277224321539
"867",19133,3262,4728,0.689932318104907
"868",19135,2978,4088,0.728473581213307
"869",19137,3666,5327,0.688192228271072
"870",19139,10865,20671,0.525615596729718
"871",19141,5871,7551,0.77751291219706
"872",19143,2695,3328,0.809795673076923
"873",19145,5328,7528,0.707757704569607
"874",19147,3378,4958,0.681323114158935
"875",19149,10515,14188,0.74111925570905
"876",19151,2832,3823,0.740779492545122
"877",19153,107564,258755,0.415698247376862
"878",19155,26352,45744,0.57607555089192
"879",19157,5673,10140,0.559467455621302
"880",19159,1974,2714,0.727339719970523
"881",19161,4069,5535,0.735140018066847
"882",19163,43958,92599,0.474713549822352
"883",19165,4711,6795,0.693303899926417
"884",19167,15775,19051,0.828040522807202
"885",19169,20541,51038,0.402464830126572
"886",19171,5325,9048,0.588527851458886
"887",19173,2470,3249,0.760233918128655
"888",19175,4024,6185,0.650606305578011
"889",19177,2870,3791,0.757056185702981
"890",19179,9536,15633,0.60999168425766
"891",19181,17868,31039,0.575662875736976
"892",19183,6991,11765,0.594220144496388
"893",19185,2344,3109,0.753940173689289
"894",19187,10970,17822,0.615531365727752
"895",19189,3726,5970,0.624120603015075
"896",19191,6263,12064,0.519147877984085
"897",19193,25926,45362,0.57153564657643
"898",19195,2742,4418,0.620642824807605
"899",19197,4148,6254,0.66325551646946
"900",20001,4218,5892,0.715885947046843
"901",20003,2929,3792,0.772415611814346
"902",20005,4906,7440,0.659408602150538
"903",20007,2014,2342,0.859948761742101
"904",20009,8608,11130,0.77340521114106
"905",20011,5023,6676,0.752396644697424
"906",20013,3262,4471,0.729590695593827
"907",20015,22634,32520,0.6960024600246
"908",20017,1123,1491,0.753185781354795
"909",20019,1402,1639,0.855399633923124
"910",20021,6766,9128,0.741235758106924
"911",20023,1183,1429,0.827851644506648
"912",20025,904,1067,0.847235238987816
"913",20027,3177,4182,0.759684361549498
"914",20029,3242,4263,0.760497302369224
"915",20031,3489,4565,0.764293537787514
"916",20033,762,916,0.831877729257642
"917",20035,9656,14231,0.67851872672335
"918",20037,10045,16645,0.603484529888855
"919",20039,1260,1498,0.841121495327103
"920",20041,7126,9349,0.762220558348486
"921",20043,2976,3709,0.802372607171744
"922",20045,17286,59495,0.290545423985209
"923",20047,1141,1431,0.797344514325646
"924",20049,1140,1361,0.837619397501837
"925",20051,9758,13800,0.707101449275362
"926",20053,2148,2853,0.752891692954784
"927",20055,7236,11800,0.613220338983051
"928",20057,5803,8915,0.650925406618059
"929",20059,8479,12477,0.679570409553579
"930",20061,5323,9603,0.554305946058523
"931",20063,1291,1471,0.877634262406526
"932",20065,1080,1337,0.807778608825729
"933",20067,1936,2501,0.774090363854458
"934",20069,1911,2288,0.835227272727273
"935",20071,549,641,0.856474258970359
"936",20073,2444,3077,0.794280142996425
"937",20075,698,859,0.812572759022119
"938",20077,2168,2678,0.809559372666169
"939",20079,10182,17309,0.588248887861806
"940",20081,1122,1410,0.795744680851064
"941",20083,875,1045,0.83732057416268
"942",20085,4517,6584,0.686057108140948
"943",20087,6334,9782,0.647515845430382
"944",20089,1387,1628,0.851965601965602
"945",20091,155631,347214,0.448227894036531
"946",20093,1164,1455,0.8
"947",20095,3130,3949,0.79260572296784
"948",20097,980,1165,0.841201716738197
"949",20099,5735,8563,0.669741912881
"950",20101,762,895,0.851396648044693
"951",20103,21610,36490,0.592217045765963
"952",20105,1283,1579,0.812539582013933
"953",20107,4048,5046,0.80221957986524
"954",20109,1249,1458,0.856652949245542
"955",20111,7550,13988,0.539748355733486
"956",20113,9964,14438,0.690123285773653
"957",20115,4465,6111,0.730649648175421
"958",20117,3729,5114,0.729174814235432
"959",20119,1523,1825,0.834520547945205
"960",20121,12308,17937,0.68617940569772
"961",20123,2504,3101,0.807481457594324
"962",20125,9931,13426,0.739684194845821
"963",20127,2124,2899,0.732666436702311
"964",20129,1034,1198,0.863105175292154
"965",20131,4664,5684,0.82054890921886
"966",20133,4970,6877,0.722698851243275
"967",20135,1339,1513,0.884996695307336
"968",20137,2007,2415,0.831055900621118
"969",20139,5705,8035,0.710018668326073
"970",20141,1629,1945,0.837532133676093
"971",20143,2610,3191,0.817925415230335
"972",20145,2045,2739,0.74662285505659
"973",20147,2418,2781,0.869471413160734
"974",20149,9452,13083,0.722464266605519
"975",20151,3108,4137,0.751269035532995
"976",20153,1261,1504,0.83843085106383
"977",20155,18443,27941,0.660069432017465
"978",20157,2182,2657,0.821226947685359
"979",20159,3262,4319,0.755267423014587
"980",20161,11610,25171,0.461245083627985
"981",20163,2325,2699,0.861430159318266
"982",20165,1350,1677,0.805008944543828
"983",20167,2790,3467,0.804730314392847
"984",20169,15722,24531,0.6409033467857
"985",20171,2014,2354,0.855564995751912
"986",20173,122416,223688,0.547262258145274
"987",20175,3372,5294,0.636947487721949
"988",20177,40443,85657,0.472150553953559
"989",20179,1282,1445,0.88719723183391
"990",20181,2269,2727,0.832049871653832
"991",20183,1763,2129,0.828088304368248
"992",20185,1645,2034,0.808751229105211
"993",20187,614,776,0.791237113402062
"994",20189,1760,2031,0.86656819300837
"995",20191,8105,10928,0.741672767203514
"996",20193,3130,3810,0.821522309711286
"997",20195,1363,1630,0.836196319018405
"998",20197,2845,3902,0.729113275243465
"999",20199,770,825,0.933333333333333
"1000",20201,2363,2883,0.819632327436698
"1001",20203,808,968,0.834710743801653
"1002",20205,3153,3954,0.79742033383915
"1003",20207,1228,1546,0.794307891332471
"1004",20209,18934,56785,0.333433124944968
"1005",21001,7276,8763,0.830309254821408
"1006",21003,7586,9363,0.810210402648724
"1007",21005,9657,13240,0.729380664652568
"1008",21007,3356,4225,0.794319526627219
"1009",21009,14654,20055,0.730690600847669
"1010",21011,3986,5627,0.708370357206327
"1011",21013,8140,10044,0.810434090003982
"1012",21015,44811,66953,0.669290397741699
"1013",21017,6190,9643,0.641916416053095
"1014",21019,14295,21741,0.65751345384297
"1015",21021,8872,14467,0.61325775903781
"1016",21023,3398,4244,0.800659754948162
"1017",21025,4265,5661,0.753400459282812
"1018",21027,7701,10197,0.755222124154163
"1019",21029,30708,41964,0.731770088647412
"1020",21031,4960,6122,0.810192747468148
"1021",21033,4906,6428,0.763223397635345
"1022",21035,11351,17443,0.650748151120793
"1023",21037,28482,48833,0.5832531280077
"1024",21039,2159,2638,0.818423047763457
"1025",21041,2954,4135,0.714389359129383
"1026",21043,8775,11585,0.757444971946483
"1027",21045,6179,7171,0.861665039743411
"1028",21047,15080,23863,0.631940661274777
"1029",21049,11811,18128,0.651533539276258
"1030",21051,6677,7590,0.879710144927536
"1031",21053,4280,4932,0.867802108678021
"1032",21055,3451,4242,0.813531353135314
"1033",21057,2769,3309,0.836808703535811
"1034",21059,31023,49240,0.630036555645816
"1035",21061,4828,6131,0.787473495351492
"1036",21063,2246,2995,0.74991652754591
"1037",21065,5100,6538,0.780055062710309
"1038",21067,58845,152664,0.385454331080019
"1039",21069,5534,7066,0.783187093121993
"1040",21071,12250,16351,0.749189652009051
"1041",21073,12900,26059,0.495030507694079
"1042",21075,1605,2421,0.662949194547708
"1043",21077,2955,3849,0.767731878409977
"1044",21079,6754,8703,0.776054234172125
"1045",21081,8725,11106,0.785611381235368
"1046",21083,13206,17018,0.77600188036197
"1047",21085,9453,11983,0.788867562380038
"1048",21087,4838,5812,0.832415691672402
"1049",21089,13064,18176,0.71875
"1050",21091,3145,4587,0.685633311532592
"1051",21093,29832,48941,0.609550274820702
"1052",21095,9367,10971,0.853796372254125
"1053",21097,6334,8853,0.71546368462668
"1054",21099,6345,8369,0.758155096188314
"1055",21101,12730,20688,0.615332559938128
"1056",21103,5843,8107,0.720735167139509
"1057",21105,1714,2199,0.779445202364711
"1058",21107,15757,21509,0.732577060765261
"1059",21109,5453,6113,0.892033371503353
"1060",21111,150619,386093,0.390110672817171
"1061",21113,17096,26251,0.651251380899775
"1062",21115,8450,10192,0.829081632653061
"1063",21117,48123,82108,0.586093925074292
"1064",21119,4779,6251,0.764517677171653
"1065",21121,11012,13273,0.829654185187976
"1066",21123,5685,7301,0.778660457471579
"1067",21125,23234,28097,0.826921023596825
"1068",21127,5633,6955,0.809920920201294
"1069",21129,2159,2659,0.811959383226777
"1070",21131,4321,4811,0.898150072749948
"1071",21133,7226,9135,0.791023535851122
"1072",21135,4986,5883,0.847526772055074
"1073",21137,8489,10913,0.77787959314579
"1074",21139,4010,5003,0.801519088546872
"1075",21141,9067,12346,0.73440790539446
"1076",21143,3100,4228,0.733207190160833
"1077",21145,21820,33521,0.650935234629038
"1078",21147,5664,6435,0.88018648018648
"1079",21149,3633,4782,0.759723964868256
"1080",21151,27353,43903,0.623032594583514
"1081",21153,4174,5446,0.766434080058759
"1082",21155,6113,8928,0.68469982078853
"1083",21157,13297,17601,0.755468439293222
"1084",21159,3496,3930,0.889567430025445
"1085",21161,5477,7958,0.688238250816788
"1086",21163,10184,14110,0.721757618710135
"1087",21165,2311,3102,0.745003223726628
"1088",21167,8506,11735,0.724840221559438
"1089",21169,3959,5012,0.789904229848364
"1090",21171,4628,5330,0.868292682926829
"1091",21173,8993,12837,0.700553088727896
"1092",21175,4297,5535,0.776332429990967
"1093",21177,10496,14229,0.737648464403683
"1094",21179,15703,23245,0.675543127554313
"1095",21181,2408,3396,0.70906949352179
"1096",21183,8582,11127,0.771277073784488
"1097",21185,22651,37936,0.597084563475327
"1098",21187,4292,5456,0.786656891495601
"1099",21189,1670,1895,0.881266490765171
"1100",21191,5515,6925,0.796389891696751
"1101",21193,8118,10606,0.765415802376014
"1102",21195,20279,25368,0.79939293598234
"1103",21197,4041,5505,0.734059945504087
"1104",21199,25441,31537,0.806703237467102
"1105",21201,884,1146,0.771378708551483
"1106",21203,6577,7783,0.845046897083387
"1107",21205,5994,10058,0.595943527540266
"1108",21207,7506,8939,0.839691240630943
"1109",21209,17764,28950,0.613609671848014
"1110",21211,15054,23542,0.639452892702404
"1111",21213,5888,8732,0.674301420064132
"1112",21215,8737,11429,0.76445883279377
"1113",21217,9376,12510,0.749480415667466
"1114",21219,4060,5351,0.758736684731826
"1115",21221,5487,7375,0.744
"1116",21223,3227,4319,0.747163695299838
"1117",21225,4965,6576,0.755018248175182
"1118",21227,31790,55351,0.57433470036675
"1119",21229,4482,6223,0.720231399646473
"1120",21231,7430,9240,0.804112554112554
"1121",21233,4506,5991,0.752128192288433
"1122",21235,12567,15347,0.818857105623249
"1123",21237,2097,2979,0.70392749244713
"1124",21239,8362,15211,0.54973374531589
"1125",22001,22596,28425,0.794934036939314
"1126",22003,7574,9810,0.772069317023446
"1127",22005,40687,62325,0.652819895707982
"1128",22007,7271,11235,0.647174009790832
"1129",22009,12028,17292,0.69558177191765
"1130",22011,13575,16357,0.829919911964297
"1131",22013,3891,7050,0.551914893617021
"1132",22015,38074,54655,0.69662427957186
"1133",22017,48021,104912,0.457726475522343
"1134",22019,55066,82663,0.666150514740573
"1135",22021,3976,4762,0.834943301133977
"1136",22023,3671,4039,0.908888338697697
"1137",22025,3541,4858,0.728900782214903
"1138",22027,3770,6580,0.572948328267477
"1139",22029,5550,8828,0.628681468056185
"1140",22031,9112,14736,0.618349619978285
"1141",22033,88420,208182,0.424724519891249
"1142",22035,1080,3036,0.355731225296443
"1143",22037,6064,10509,0.577029213055476
"1144",22039,11053,15412,0.717168440176486
"1145",22041,6970,9720,0.717078189300412
"1146",22043,8117,9392,0.864246166950596
"1147",22045,21251,32713,0.649619417357014
"1148",22047,7893,16719,0.47209761349363
"1149",22049,5394,7632,0.706761006289308
"1150",22051,105949,193733,0.546881532831268
"1151",22053,11423,14841,0.76969206926757
"1152",22055,72519,114521,0.63323757214834
"1153",22057,36024,45388,0.793689962104521
"1154",22059,6378,7077,0.901229334463756
"1155",22061,11311,19275,0.586822308690013
"1156",22063,54877,65230,0.841284684960908
"1157",22065,1930,4670,0.413276231263383
"1158",22067,6510,11574,0.562467599792639
"1159",22069,9358,16554,0.56530143771898
"1160",22071,26664,177819,0.149950230290351
"1161",22073,42255,69166,0.610921551051094
"1162",22075,7412,11014,0.672961685128019
"1163",22077,7503,12371,0.606499070406596
"1164",22079,38347,58865,0.651439734986834
"1165",22081,2413,4132,0.583978702807357
"1166",22083,6607,9940,0.664688128772636
"1167",22085,8776,10596,0.828237070592676
"1168",22087,11179,17650,0.633371104815864
"1169",22089,18233,28517,0.639373005575622
"1170",22091,2714,6158,0.440727508931471
"1171",22093,5954,12590,0.472915011914218
"1172",22095,7538,21432,0.351717058603957
"1173",22097,23171,41154,0.563031540069009
"1174",22099,18203,27038,0.673237665507804
"1175",22101,14811,23186,0.638790649529889
"1176",22103,99666,140110,0.711341089144244
"1177",22105,37806,57661,0.655659804720695
"1178",22107,1197,2554,0.468676585747847
"1179",22109,34339,46240,0.742625432525952
"1180",22111,8407,11201,0.750557985894117
"1181",22113,21930,27324,0.802591128678085
"1182",22115,14107,17268,0.816944637479731
"1183",22117,13307,19513,0.681955619330703
"1184",22119,11830,18216,0.649429073342117
"1185",22121,7684,14097,0.545080513584451
"1186",22123,4317,5052,0.854513064133017
"1187",22125,3863,6268,0.616305041480536
"1188",22127,4619,6225,0.742008032128514
"1189",23001,29268,59361,0.493050993076262
"1190",23003,21080,36210,0.582159624413146
"1191",23005,59584,195914,0.304133446308074
"1192",23007,8754,17599,0.497414625831013
"1193",23009,14982,35676,0.419946182307434
"1194",23011,34721,72615,0.47815189699098
"1195",23013,9982,26032,0.383451137062077
"1196",23015,10256,23857,0.42989478978916
"1197",23017,17698,33810,0.523454599230997
"1198",23019,44825,86133,0.520416100681504
"1199",23021,6143,9996,0.614545818327331
"1200",23023,9755,24280,0.401771004942339
"1201",23025,16644,27873,0.597137014314928
"1202",23027,11196,24566,0.455751852153383
"1203",23029,10194,17570,0.580193511667615
"1204",23031,54817,131042,0.41831626501427
"1205",24001,20886,30641,0.681635716849972
"1206",24003,127821,309617,0.412835858496142
"1207",24005,146202,414932,0.352351710641744
"1208",24009,25346,49113,0.516075173579297
"1209",24011,10283,15794,0.651070026592377
"1210",24013,60218,100327,0.600217289463455
"1211",24015,29439,47462,0.620264632758839
"1212",24017,25579,89498,0.285805269391495
"1213",24019,8764,15977,0.548538524128435
"1214",24021,63682,145615,0.437331318888851
"1215",24023,12002,15611,0.768816859906476
"1216",24025,80930,148186,0.546137961750773
"1217",24027,48390,183062,0.26433667282123
"1218",24029,5195,10794,0.481285899573837
"1219",24031,101222,533743,0.189645578490022
"1220",24033,37090,424855,0.0873003730684587
"1221",24035,18741,30290,0.618719049191152
"1222",24037,30826,55665,0.553777059193389
"1223",24039,5739,10147,0.56558588745442
"1224",24041,10946,22555,0.485302593659942
"1225",24043,40224,67779,0.593458150754659
"1226",24045,22944,46216,0.496451445386879
"1227",24047,18571,31691,0.586002335047805
"1228",24510,25374,237461,0.106855441525135
"1229",25001,55311,151512,0.36506019325202
"1230",25003,18064,71771,0.251689401011551
"1231",25005,119872,281364,0.42603886780114
"1232",25007,2631,12873,0.204381263108832
"1233",25009,144837,424599,0.34111479301647
"1234",25011,11201,43003,0.260470199753506
"1235",25013,87318,220793,0.395474494209508
"1236",25015,22281,88332,0.252241543268578
"1237",25017,226956,869347,0.261064914240229
"1238",25019,1914,7338,0.260834014717907
"1239",25021,125294,411042,0.304820431975321
"1240",25023,121227,303870,0.398943627209004
"1241",25025,58613,337240,0.173802040090144
"1242",25027,171683,434921,0.394745252586102
"1243",26001,4848,7064,0.686296715741789
"1244",26003,3014,5128,0.587753510140406
"1245",26005,41392,67094,0.616925507496945
"1246",26007,10686,16969,0.629736578466616
"1247",26009,9748,15949,0.611198194244153
"1248",26011,5928,8831,0.671271656664024
"1249",26013,2512,4038,0.622090143635463
"1250",26015,23471,35905,0.653697256649492
"1251",26017,33125,60255,0.54974690897021
"1252",26019,6601,12262,0.538329799380199
"1253",26021,43519,82391,0.528200895728902
"1254",26023,14064,20536,0.684846123880016
"1255",26025,36221,66281,0.546476365776014
"1256",26027,16699,26216,0.636977418370461
"1257",26029,9841,17000,0.578882352941177
"1258",26031,10186,15868,0.641920846987648
"1259",26033,10681,17642,0.605430223330688
"1260",26035,10861,16281,0.667096615686997
"1261",26037,25098,47927,0.523671416946606
"1262",26039,5087,7861,0.647118687189925
"1263",26041,13207,21151,0.624414921280318
"1264",26043,9617,14589,0.659195284118171
"1265",26045,31798,64327,0.494318093491069
"1266",26047,12135,22177,0.547188528655815
"1267",26049,98714,221360,0.445943259848211
"1268",26051,9893,14603,0.677463534890091
"1269",26053,4600,8266,0.556496491652553
"1270",26055,30502,60236,0.506374925293844
"1271",26057,12102,19127,0.63271814712187
"1272",26059,17037,23302,0.731138958029354
"1273",26061,10378,18501,0.560942651748554
"1274",26063,12731,18437,0.690513641047893
"1275",26065,47639,144550,0.329567623659633
"1276",26067,20657,32209,0.641342481914993
"1277",26069,9759,15363,0.635227494629955
"1278",26071,4216,6789,0.621004566210046
"1279",26073,14815,29421,0.503551884708202
"1280",26075,47372,80861,0.585844844857224
"1281",26077,56823,143414,0.3962165478963
"1282",26079,7436,10631,0.699463832188882
"1283",26081,165741,361048,0.459055305665729
"1284",26083,862,1557,0.553628773281952
"1285",26085,3946,6323,0.62407085244346
"1286",26087,35482,52650,0.673922127255461
"1287",26089,7916,16900,0.468402366863905
"1288",26091,31541,53375,0.590932084309133
"1289",26093,76982,127197,0.605218676541113
"1290",26095,2109,3001,0.70276574475175
"1291",26097,4304,7015,0.613542409123307
"1292",26099,263863,494256,0.533858971868829
"1293",26101,8321,14655,0.567792562265438
"1294",26103,16286,37462,0.434733863648497
"1295",26105,10207,17254,0.591572968586994
"1296",26107,13267,21049,0.630291225236353
"1297",26109,8117,12607,0.643848655508844
"1298",26111,27675,49088,0.563783409387223
"1299",26113,6648,8755,0.759337521416333
"1300",26115,52710,87148,0.604833157387433
"1301",26117,21815,32100,0.679595015576324
"1302",26119,4171,5859,0.71189622802526
"1303",26121,45133,92444,0.488219895287958
"1304",26123,18857,27161,0.694267515923567
"1305",26125,325971,770351,0.423146072374801
"1306",26127,8892,14062,0.632342483288295
"1307",26129,8253,11907,0.693121693121693
"1308",26131,2358,3804,0.6198738170347
"1309",26133,8928,12329,0.72414632168059
"1310",26135,3466,4874,0.711120229790726
"1311",26137,9779,14757,0.662668564071288
"1312",26139,100913,168713,0.598134109404729
"1313",26141,5342,8344,0.640220517737296
"1314",26143,9670,15018,0.643893993874018
"1315",26145,50785,103349,0.491393240379684
"1316",26147,59185,92064,0.64286800486618
"1317",26149,18127,27936,0.648876002290951
"1318",26151,16194,22446,0.721464848970863
"1319",26153,3090,4745,0.651211801896733
"1320",26155,23149,39224,0.590174383030798
"1321",26157,20297,29445,0.68931906945152
"1322",26159,21591,39066,0.552680079864844
"1323",26161,56241,216418,0.259872099363269
"1324",26163,264553,872469,0.303223381002649
"1325",26165,12102,18265,0.662578702436354
"1326",27001,6258,10025,0.624239401496259
"1327",27003,104902,211132,0.496855048026827
"1328",27005,12438,19401,0.641100974176589
"1329",27007,12188,24189,0.503865393360618
"1330",27009,14382,22260,0.646091644204852
"1331",27011,1863,2974,0.626429051782112
"1332",27013,16731,36051,0.464092535574603
"1333",27015,9552,14635,0.652681926887598
"1334",27017,9791,20369,0.480681427659679
"1335",27019,34009,66361,0.512484742544567
"1336",27021,11620,18289,0.635354584723058
"1337",27023,4250,6611,0.64286794736046
"1338",27025,21916,34570,0.633960080995082
"1339",27027,15043,32239,0.466608765780576
"1340",27029,3372,4708,0.716227697536109
"1341",27031,1203,3806,0.316079873883342
"1342",27033,4165,6107,0.68200425740953
"1343",27035,25676,40173,0.639135737933438
"1344",27037,109638,262259,0.418052383330982
"1345",27039,7783,12187,0.638631328464758
"1346",27041,15799,24165,0.65379681357335
"1347",27043,5191,7914,0.655926206722264
"1348",27045,7301,12141,0.601350794827444
"1349",27047,9578,16818,0.569508859555238
"1350",27049,16052,28636,0.560553149881268
"1351",27051,2269,3654,0.62096332785988
"1352",27053,205973,755969,0.272462230594112
"1353",27055,6334,11440,0.553671328671329
"1354",27057,8202,12965,0.63262630158118
"1355",27059,16491,24235,0.680462141530844
"1356",27061,15239,26561,0.573735928617145
"1357",27063,3948,5819,0.678467090565389
"1358",27065,6278,9242,0.679290196927072
"1359",27067,14437,23367,0.61783712072581
"1360",27069,1546,2639,0.58582796513831
"1361",27071,4131,6922,0.596792834440913
"1362",27073,2528,4040,0.625742574257426
"1363",27075,3393,7202,0.471119133574007
"1364",27077,1704,2408,0.707641196013289
"1365",27079,10775,16818,0.640682601974075
"1366",27081,2121,3115,0.680898876404494
"1367",27083,7979,12893,0.618862948886993
"1368",27085,13986,20933,0.668131658147423
"1369",27087,1142,2304,0.495659722222222
"1370",27089,3721,5113,0.727752787013495
"1371",27091,7480,11009,0.679444091198111
"1372",27093,9359,13529,0.691773227880848
"1373",27095,9952,14689,0.677513785826128
"1374",27097,14821,19558,0.757797320789447
"1375",27099,10025,19345,0.518221762729387
